t	Si	Ss	Xi	Xs	Xbh	Xba	Xp	So	Sno	Snh	Snd	Xnd	Salk	Q
0.916666667	30	83.377	65.824	233.33	33.239	0	0	0	0	35.69519	8.3377	12.496	7	23071
0.927083333	30	81.99584	63.988	234.546	33.17	0	0	0	0	35.62561	8.19958	12.47	7	22388
0.9375	30	80.14161	49.154	234.201	31.484	0	0	0	0	35.37863	8.01416	11.836	7	17483
0.947916667	30	77.75294	72.372	225.584	33.106	0	0	0	0	34.9438	7.7753	12.446	7	25814
0.958333333	30	75.6245	66.462	233.572	33.337	0	0	0	0	34.14371	7.56245	12.533	7	23248
0.96875	30	71.87255	69.61	234.906	33.835	0	0	0	0	32.70355	7.18726	12.72	7	24098
0.979166667	30	69.45669	64.946	237.889	33.648	0	0	0	0	31.46515	6.94567	12.65	7	22402
0.989583333	30	67.49915	57.161	237.287	32.716	0	0	0	0	30.68245	6.74992	12.299	7	19962
1	30	63.63455	51.268	232.285	31.506	0	0	0	0	30.24762	6.36346	11.844	7	18363
1.010416667	30	61.67313	50.515	225.629	30.683	0	0	0	0	30.21283	6.16731	11.535	7	18618
1.020833333	30	61.71973	50.619	220.807	30.158	0	0	0	0	31.04771	6.17197	11.338	7	19046
1.03125	30	62.16018	62.569	217.942	31.168	0	0	0	0	31.67387	6.21602	11.717	7	23433
1.041666667	30	64.57526	59.617	222.662	31.364	0	0	0	0	33.15925	6.45753	11.791	7	22011
1.052083333	30	67.84871	63.857	223.751	31.956	0	0	0	0	35.11773	6.78487	12.014	7	23310
1.0625	30	72.14054	64.284	226.902	32.354	0	0	0	0	37.86587	7.21405	12.163	7	23158
1.072916667	30	72.47069	41.49	228.286	29.975	0	0	0	0	37.86587	7.24707	11.269	7	15122
1.083333333	30	69.7643	39.669	215.549	28.358	0	0	0	0	36.8501	6.97643	10.661	7	15319
1.09375	30	67.49915	37.972	206.021	27.11	0	0	0	0	36.47441	6.74992	10.192	7	15342
1.104166667	30	62.83833	35.127	197.957	25.898	0	0	0	0	34.38721	6.28383	9.736	7	14751
1.114583333	30	62.24019	32.712	190.074	24.754	0	0	0	0	34.67942	6.22402	9.306	7	14287
1.125	30	53.74197	27.94	184.111	23.561	0	0	0	0	32.06695	5.3742	8.858	7	12478
1.135416667	30	54.44886	26.386	173.884	22.252	0	0	0	0	29.89975	5.44489	8.366	7	12477
1.145833333	30	50.06769	22.936	164.551	20.832	0	0	0	0	27.06813	5.00677	7.832	7	11347
1.15625	30	46.35457	21.103	155.12	19.58	0	0	0	0	24.70265	4.63546	7.361	7	11037
1.166666667	30	44.35819	19.02	146.286	18.367	0	0	0	0	23.38772	4.43582	6.905	7	10473
1.177083333	30	42.57931	17.213	137.703	17.213	0	0	0	0	22.19802	4.25793	6.471	7	10000
1.1875	30	40.00033	18.179	131.327	16.612	0	0	0	0	20.31607	4.00003	6.245	7	11258
1.197916667	30	40.38873	16.336	126.036	15.819	0	0	0	0	20.54218	4.03887	5.947	7	10436
1.208333333	30	40.77713	16.413	121.231	15.294	0	0	0	0	20.71611	4.07771	5.75	7	10976
1.21875	30	40.46641	16.295	117.792	14.899	0	0	0	0	20.7509	4.04664	5.601	7	11250
1.229166667	30	40.83539	16.59	115.483	14.675	0	0	0	0	20.66393	4.08354	5.517	7	11740
1.239583333	30	40.46641	16.095	113.574	14.408	0	0	0	0	20.61175	4.04664	5.416	7	11562
1.25	30	40.50525	16.607	112.322	14.325	0	0	0	0	20.54218	4.05053	5.385	7	12124
1.260416667	30	40.52467	17.139	112.12	14.362	0	0	0	0	20.43782	4.05247	5.399	7	12578
1.270833333	30	40.31105	15.527	110.946	14.053	0	0	0	0	20.40303	4.03111	5.283	7	11399
1.28125	30	40.11685	15.322	109.072	13.822	0	0	0	0	20.15953	4.01169	5.196	7	11448
1.291666667	30	40.04693	15.969	108.282	13.806	0	0	0	0	20.02734	4.00469	5.19	7	12090
1.302083333	30	40.34212	16.401	108.459	13.873	0	0	0	0	19.99951	4.03421	5.216	7	12429
1.3125	30	40.58293	15.204	107.796	13.667	0	0	0	0	20.10039	4.05829	5.138	7	11500
1.322916667	30	40.89365	15.312	106.777	13.566	0	0	0	0	20.40303	4.08937	5.1	7	11717
1.333333333	30	41.16553	15.26	106.143	13.489	0	0	0	0	20.82047	4.11655	5.071	7	11751
1.34375	30	41.86465	14.844	105.33	13.353	0	0	0	0	21.16834	4.18647	5.02	7	11489
1.354166667	30	42.42395	16.531	105.985	13.613	0	0	0	0	21.6136	4.2424	5.118	7	12859
1.364583333	30	43.94649	16.082	106.97	13.673	0	0	0	0	22.1354	4.39465	5.14	7	12350
1.375	30	48.77431	15.936	107.218	13.684	0	0	0	0	24.68178	4.87743	5.144	7	12194
1.385416667	30	59.88648	20.373	110.631	14.556	0	0	0	0	29.65625	5.98865	5.472	7	15329
1.395833333	30	71.46084	34.104	121.895	17.333	0	0	0	0	34.24807	7.14608	6.516	7	22901
1.40625	30	80.00567	40.213	138.359	19.841	0	0	0	0	37.93544	8.00057	7.459	7	23690
1.416666667	30	94.90087	47.039	153.964	22.334	0	0	0	0	43.39692	9.49009	8.396	7	24749
1.427083333	30	105.7761	57.989	169.552	25.282	0	0	0	0	46.61468	10.57761	9.505	7	27249
1.4375	30	115.2104	70.303	186.609	28.546	0	0	0	0	49.24802	11.52104	10.731	7	29504
1.447916667	30	120.011	84.776	204.221	32.111	0	0	0	0	49.99941	12.0011	12.072	7	31868
1.458333333	30	118.9701	93.644	223.267	35.212	0	0	0	0	49.24802	11.89701	13.238	7	32126
1.46875	30	112.1109	99.804	240.029	37.759	0	0	0	0	45.74154	11.21109	14.195	7	31909
1.479166667	30	102.4553	105.525	253.607	39.904	0	0	0	0	40.85751	10.24553	15.001	7	31927
1.489583333	30	94.81153	109.395	265.112	41.612	0	0	0	0	39.03469	9.48115	15.644	7	31719
1.5	30	88.37961	109.831	274.877	42.745	0	0	0	0	36.8501	8.83796	16.07	7	30926
1.510416667	30	81.2874	96.363	284.365	42.303	0	0	0	0	34.24807	8.12874	15.903	7	27039
1.520833333	30	75.7721	91.204	283.895	41.678	0	0	0	0	32.16088	7.57721	15.668	7	25844
1.53125	30	70.37332	87.717	281.521	41.026	0	0	0	0	30.77985	7.03733	15.423	7	25174
1.541666667	30	68.27595	85.221	278.503	40.414	0	0	0	0	29.79539	6.8276	15.193	7	24783
1.552083333	30	67.03307	82.967	275.462	39.826	0	0	0	0	29.23881	6.70331	14.972	7	24444
1.5625	30	66.76507	75.856	272.967	38.758	0	0	0	0	28.52221	6.67651	14.571	7	22762
1.572916667	30	67.07967	82.171	266.588	38.751	0	0	0	0	27.95867	6.70797	14.568	7	24940
1.583333333	30	68.08952	78.986	266.35	38.371	0	0	0	0	28.12564	6.80895	14.425	7	24113
1.59375	30	68.72261	75.525	264.508	37.782	0	0	0	0	27.55166	6.87226	14.204	7	23320
1.604166667	30	68.31479	70.878	261.619	36.944	0	0	0	0	27.4647	6.83148	13.889	7	22247
1.614583333	30	65.16874	68.388	257.161	36.172	0	0	0	0	26.45589	6.51687	13.599	7	21875
1.625	30	61.64516	67.193	252.816	35.557	0	0	0	0	26.1776	6.16452	13.367	7	21863
1.635416667	30	59.76219	64.178	249.278	34.828	0	0	0	0	26.28891	5.97622	13.093	7	21236
1.645833333	30	58.94655	63.867	245.083	34.328	0	0	0	0	26.78984	5.89466	12.905	7	21473
1.65625	30	59.38933	61.006	242.064	33.674	0	0	0	0	27.29076	5.93893	12.66	7	20822
1.666666667	30	60.21274	58.938	238.269	33.023	0	0	0	0	27.12379	6.02127	12.415	7	20463
1.677083333	30	62.42662	56.688	234.423	32.346	0	0	0	0	27.42295	6.24266	12.16	7	20034
1.6875	30	65.86786	53.634	230.37	31.556	0	0	0	0	28.33436	6.58679	11.863	7	19328
1.697916667	30	65.61928	51.406	225.698	30.789	0	0	0	0	28.2787	6.56193	11.575	7	18928
1.708333333	30	64.00353	49.195	221.064	30.029	0	0	0	0	27.7082	6.40035	11.289	7	18510
1.71875	30	59.54469	47.658	216.47	29.348	0	0	0	0	26.68548	5.95447	11.033	7	18319
1.729166667	30	58.34064	46.49	212.295	28.754	0	0	0	0	26.57068	5.83406	10.81	7	18224
1.739583333	30	57.33857	48.046	208.894	28.549	0	0	0	0	26.62286	5.73386	10.733	7	19106
1.75	30	58.6902	57.039	208.01	29.45	0	0	0	0	27.4647	5.86902	11.071	7	22491
1.760416667	30	60.46908	55.701	212.338	29.782	0	0	0	0	28.33436	6.04691	11.196	7	21604
1.770833333	30	63.25004	58.01	214.321	30.259	0	0	0	0	29.26664	6.325	11.376	7	22228
1.78125	30	62.37225	55.668	216.961	30.292	0	0	0	0	30.63027	6.23723	11.388	7	21169
1.791666667	30	62.21689	52.024	217.266	29.921	0	0	0	0	30.58853	6.22169	11.249	7	19849
1.802083333	30	62.01492	45.017	214.888	28.878	0	0	0	0	28.16043	6.20149	10.857	7	17451
1.8125	30	66.41162	46.165	209.498	28.407	0	0	0	0	29.79539	6.64116	10.679	7	18335
1.822916667	30	67.18843	55.569	207.466	29.226	0	0	0	0	29.82322	6.71884	10.987	7	22018
1.833333333	30	68.47015	60.529	211.49	30.224	0	0	0	0	30.30328	6.84702	11.363	7	23369
1.84375	30	71.88808	61.743	216.767	30.946	0	0	0	0	32.13305	7.18881	11.634	7	23270
1.854166667	30	75.64392	68.389	220.745	32.126	0	0	0	0	33.77149	7.56439	12.077	7	25050
1.864583333	30	77.44222	59.486	227.498	31.887	0	0	0	0	34.30373	7.74422	11.988	7	21540
1.875	30	80.08335	52.76	226.713	31.053	0	0	0	0	35.63953	8.00834	11.674	7	19321
1.885416667	30	82.60408	57.213	222.75	31.107	0	0	0	0	36.06393	8.26041	11.694	7	21190
1.895833333	30	83.83531	73.914	222.492	32.934	0	0	0	0	35.93174	8.38353	12.381	7	26591
1.90625	30	84.21983	69.168	232.016	33.465	0	0	0	0	35.45168	8.42198	12.581	7	24225
1.916666667	30	83.377	69.099	235.353	33.828	0	0	0	0	35.69519	8.3377	12.717	7	23902
1.927083333	30	81.99584	71.195	237.545	34.304	0	0	0	0	35.62561	8.19958	12.896	7	24339
1.9375	30	80.14161	62.901	240.696	33.733	0	0	0	0	35.37863	8.01416	12.682	7	21529
1.947916667	30	77.75294	80.108	237.037	35.238	0	0	0	0	34.9438	7.7753	13.247	7	26978
1.958333333	30	75.6245	78.102	244.79	35.877	0	0	0	0	34.14371	7.56245	13.488	7	25693
1.96875	30	71.87255	76.103	248.744	36.094	0	0	0	0	32.70355	7.18726	13.569	7	24779
1.979166667	30	69.45669	74.18	250.464	36.072	0	0	0	0	31.46515	6.94567	13.561	7	24086
1.989583333	30	67.49915	71.575	250.815	35.821	0	0	0	0	30.68245	6.74992	13.467	7	23308
2	30	63.63455	63.658	250.048	34.856	0	0	0	0	30.24762	6.36346	13.104	7	21017
2.010416667	30	61.67313	62.386	245.092	34.164	0	0	0	0	30.21283	6.16731	12.844	7	21014
2.020833333	30	61.71973	52.899	229.84	31.415	0	0	0	0	31.04771	6.17197	11.81	7	19118
2.03125	30	62.16018	52.252	230.443	31.41	0	0	0	0	31.67387	6.21602	11.808	7	18847
2.041666667	30	64.57526	50.484	226.872	30.817	0	0	0	0	33.15925	6.45753	11.585	7	18509
2.052083333	30	67.84871	48.16	224.191	30.261	0	0	0	0	35.11773	6.78487	11.376	7	17886
2.0625	30	72.14054	46.299	221.091	29.71	0	0	0	0	37.86587	7.21405	11.169	7	17445
2.072916667	30	72.47069	43.994	217.463	29.051	0	0	0	0	37.86587	7.24707	10.921	7	16858
2.083333333	30	69.7643	43.274	223.73	29.667	0	0	0	0	36.8501	6.97643	11.153	7	16116
2.09375	30	67.49915	41.902	215.441	28.594	0	0	0	0	36.47441	6.74992	10.749	7	16206
2.104166667	30	62.83833	39.874	208.064	27.549	0	0	0	0	34.38721	6.28383	10.357	7	15965
2.114583333	30	62.24019	35.792	205.128	26.769	0	0	0	0	34.67942	6.22402	10.063	7	14494
2.125	30	53.74197	32.732	201.669	26.044	0	0	0	0	32.06695	5.3742	9.791	7	13423
2.135416667	30	54.44886	29.916	194.545	24.94	0	0	0	0	29.89975	5.44489	9.376	7	12660
2.145833333	30	50.06769	27.359	185.932	23.699	0	0	0	0	27.06813	5.00677	8.909	7	12059
2.15625	30	46.35457	24.894	177.134	22.448	0	0	0	0	24.70265	4.63546	8.439	7	11453
2.166666667	30	44.35819	24.547	166.528	21.231	0	0	0	0	23.38772	4.43582	7.981	7	12083
2.177083333	30	42.57931	22.366	157.921	20.032	0	0	0	0	22.19802	4.25793	7.531	7	11554
2.1875	30	40.00033	21.945	151.216	19.24	0	0	0	0	20.31607	4.00003	7.233	7	11875
2.197916667	30	40.38873	22.652	142.754	18.378	0	0	0	0	20.54218	4.03887	6.909	7	13101
2.208333333	30	40.77713	20.837	138.863	17.744	0	0	0	0	20.71611	4.07771	6.671	7	12323
2.21875	30	40.46641	21.873	136.2	17.564	0	0	0	0	20.7509	4.04664	6.603	7	13271
2.229166667	30	40.83539	21.762	132.325	17.121	0	0	0	0	20.66393	4.08354	6.436	7	13614
2.239583333	30	40.46641	21.632	131.628	17.029	0	0	0	0	20.61175	4.04664	6.402	7	13604
2.25	30	40.50525	20.064	133.141	17.023	0	0	0	0	20.54218	4.05053	6.4	7	12382
2.260416667	30	40.52467	20.063	132.876	16.993	0	0	0	0	20.43782	4.05247	6.388	7	12408
2.270833333	30	40.31105	18.792	130.547	16.593	0	0	0	0	20.40303	4.03111	6.238	7	11767
2.28125	30	40.11685	18.741	127.865	16.29	0	0	0	0	20.15953	4.01169	6.124	7	12006
2.291666667	30	40.04693	17.993	124.63	15.847	0	0	0	0	20.02734	4.00469	5.957	7	11805
2.302083333	30	40.34212	17.836	122.194	15.559	0	0	0	0	19.99951	4.03421	5.849	7	11951
2.3125	30	40.58293	17.901	119.353	15.25	0	0	0	0	20.10039	4.05829	5.733	7	12317
2.322916667	30	40.89365	18.217	117.066	15.031	0	0	0	0	20.40303	4.08937	5.651	7	12825
2.333333333	30	41.16553	18.085	116.431	14.946	0	0	0	0	20.82047	4.11655	5.619	7	12800
2.34375	30	41.86465	17.936	117.147	15.009	0	0	0	0	21.16834	4.18647	5.643	7	12600
2.354166667	30	42.42395	18.882	116.461	15.038	0	0	0	0	21.6136	4.2424	5.653	7	13408
2.364583333	30	43.94649	19.444	115.546	14.999	0	0	0	0	22.1354	4.39465	5.639	7	13952
2.375	30	48.77431	23.457	113.4	15.206	0	0	0	0	24.68178	4.87743	5.717	7	17235
2.385416667	30	59.88648	23.953	115.809	15.529	0	0	0	0	29.65625	5.98865	5.838	7	17233
2.395833333	30	71.46084	30.862	116.464	16.37	0	0	0	0	34.24807	7.14608	6.154	7	21804
2.40625	30	80.00567	37.611	119.367	17.442	0	0	0	0	37.93544	8.00057	6.557	7	25418
2.416666667	30	94.90087	41.553	135.841	19.71	0	0	0	0	43.39692	9.49009	7.41	7	24776
2.427083333	30	105.7761	51.378	152.939	22.702	0	0	0	0	46.61468	10.57761	8.535	7	26842
2.4375	30	115.2104	59.827	165.562	25.043	0	0	0	0	49.24802	11.52104	9.415	7	28519
2.447916667	30	120.011	70.934	179.123	27.784	0	0	0	0	49.99941	12.0011	10.445	7	30707
2.458333333	30	118.9701	79.066	197.282	30.705	0	0	0	0	49.24802	11.89701	11.543	7	31000
2.46875	30	112.1109	86.766	216.416	33.687	0	0	0	0	45.74154	11.21109	12.664	7	31009
2.479166667	30	102.4553	92.678	233.97	36.294	0	0	0	0	40.85751	10.24553	13.644	7	30713
2.489583333	30	94.81153	87.816	258.525	38.482	0	0	0	0	39.03469	9.48115	14.467	7	27093
2.5	30	88.37961	87.877	273.937	40.202	0	0	0	0	36.8501	8.83796	15.113	7	25812
2.510416667	30	81.2874	88.664	276.448	40.568	0	0	0	0	34.24807	8.12874	15.251	7	25808
2.520833333	30	75.7721	85.233	278.994	40.47	0	0	0	0	32.16088	7.57721	15.214	7	24748
2.53125	30	70.37332	84.593	277.82	40.268	0	0	0	0	30.77985	7.03733	15.138	7	24677
2.541666667	30	68.27595	74.785	283.068	39.761	0	0	0	0	29.79539	6.8276	14.948	7	21745
2.552083333	30	67.03307	86.217	270.4	39.624	0	0	0	0	29.23881	6.70331	14.896	7	25678
2.5625	30	66.76507	81.765	263.773	38.393	0	0	0	0	28.52221	6.67651	14.434	7	25062
2.572916667	30	67.07967	78.638	272.359	39	0	0	0	0	27.95867	6.70797	14.662	7	23552
2.583333333	30	68.08952	76.377	275.771	39.128	0	0	0	0	28.12564	6.80895	14.71	7	22693
2.59375	30	68.72261	67.64	280.213	38.65	0	0	0	0	27.55166	6.87226	14.53	7	20001
2.604166667	30	68.31479	61.559	280.401	37.996	0	0	0	0	27.4647	6.83148	14.284	7	18269
2.614583333	30	65.16874	76.206	252.254	36.495	0	0	0	0	26.45589	6.51687	13.72	7	24508
2.625	30	61.64516	66.56	244.38	34.549	0	0	0	0	26.1776	6.16452	12.988	7	22354
2.635416667	30	59.76219	64.302	256.031	35.593	0	0	0	0	26.28891	5.97622	13.381	7	20755
2.645833333	30	58.94655	66.782	251.767	35.394	0	0	0	0	26.78984	5.89466	13.306	7	21824
2.65625	30	59.38933	54.873	256.932	34.645	0	0	0	0	27.29076	5.93893	13.024	7	17785
2.666666667	30	60.21274	52.698	257.595	34.477	0	0	0	0	27.12379	6.02127	12.961	7	17047
2.677083333	30	62.42662	54.391	241.096	32.832	0	0	0	0	27.42295	6.24266	12.343	7	18755
2.6875	30	65.86786	51.534	229.032	31.174	0	0	0	0	28.33436	6.58679	11.72	7	18708
2.697916667	30	65.61928	51.376	223.134	30.501	0	0	0	0	28.2787	6.56193	11.467	7	19125
2.708333333	30	64.00353	49.002	219.893	29.877	0	0	0	0	27.7082	6.40035	11.232	7	18535
2.71875	30	59.54469	47.53	219.462	29.666	0	0	0	0	26.68548	5.95447	11.153	7	18029
2.729166667	30	58.34064	46.263	216.778	29.227	0	0	0	0	26.57068	5.83406	10.987	7	17772
2.739583333	30	57.33857	46.093	212.061	28.684	0	0	0	0	26.62286	5.73386	10.783	7	18093
2.75	30	58.6902	45.193	206.595	27.976	0	0	0	0	27.4647	5.86902	10.517	7	18205
2.760416667	30	60.46908	44.76	204.573	27.704	0	0	0	0	28.33436	6.04691	10.415	7	18209
2.770833333	30	63.25004	44.379	203.012	27.488	0	0	0	0	29.26664	6.325	10.334	7	18193
2.78125	30	62.37225	52.753	192.888	27.293	0	0	0	0	30.63027	6.23723	10.261	7	22437
2.791666667	30	62.21689	51.204	192.862	27.118	0	0	0	0	30.58853	6.22169	10.195	7	21842
