t	Si	Ss	Xi	Xs	Xbh	Xba	Xp	So	Sno	Snh	Snd	Xnd	Salk	Q
0.354166667	30	42.42395	19.31	117.556	15.207	0	0	0	0	21.6136	4.2424	5.71703	7	13597
0.364583333	30	43.94649	20.389	119.384	15.53	0	0	0	0	22.1354	4.39465	5.83846	7	14171
0.375	30	48.77431	25.748	121.592	16.371	0	0	0	0	24.68178	4.87743	6.15455	7	17637
0.385416667	30	59.88648	27.434	129.566	17.444	0	0	0	0	29.65625	5.98865	6.55805	7	17635
0.395833333	30	71.46084	38.139	139.287	19.714	0	0	0	0	34.24807	7.14608	7.41128	7	22461
0.40625	30	80.00567	50.426	153.938	22.707	0	0	0	0	37.93544	8.00057	8.5365	7	26276
0.416666667	30	94.90087	54.355	171.093	25.05	0	0	0	0	43.39692	9.49009	9.41722	7	25598
0.427083333	30	105.7761	64.853	185.275	27.792	0	0	0	0	46.61468	10.57761	10.44812	7	27780
0.4375	30	115.2104	75.754	200.681	30.715	0	0	0	0	49.24802	11.52104	11.54699	7	29551
0.447916667	30	120.011	88.949	214.334	33.698	0	0	0	0	49.99941	12.0011	12.66846	7	31861
0.458333333	30	118.9701	96.678	230.083	36.307	0	0	0	0	49.24802	11.89701	13.64917	7	32171
0.46875	30	112.1109	102.536	243.93	38.496	0	0	0	0	45.74154	11.21109	14.47226	7	32180
0.479166667	30	102.4553	106.178	255.77	40.216	0	0	0	0	40.85751	10.24553	15.11895	7	31869
0.489583333	30	94.81153	95.513	269.734	40.583	0	0	0	0	39.03469	9.48115	15.25677	7	28047
0.5	30	88.37961	91.175	273.186	40.485	0	0	0	0	36.8501	8.83796	15.21977	7	26695
0.510416667	30	81.2874	90.707	271.839	40.283	0	0	0	0	34.24807	8.12874	15.14395	7	26690
0.520833333	30	75.7721	86.229	271.755	39.776	0	0	0	0	32.16088	7.57721	14.95338	7	25572
0.53125	30	70.37332	85.708	271.04	39.639	0	0	0	0	30.77985	7.03733	14.90177	7	25496
0.541666667	30	68.27595	74.128	271.535	38.407	0	0	0	0	29.79539	6.8276	14.43872	7	22401
0.552083333	30	67.03307	87.453	263.672	39.014	0	0	0	0	29.23881	6.70331	14.66688	7	26555
0.5625	30	66.76507	85.832	266.445	39.142	0	0	0	0	28.52221	6.67651	14.715	7	25905
0.572916667	30	67.07967	80.16	267.819	38.664	0	0	0	0	27.95867	6.70797	14.53545	7	24310
0.583333333	30	68.08952	76.218	265.864	38.009	0	0	0	0	28.12564	6.80895	14.28914	7	23404
0.59375	30	68.72261	65.424	263.151	36.508	0	0	0	0	27.55166	6.87226	13.72492	7	20560
0.604166667	30	68.31479	57.193	253.853	34.561	0	0	0	0	27.4647	6.83148	12.99274	7	18732
0.614583333	30	65.16874	76.515	243.929	35.605	0	0	0	0	26.45589	6.51687	13.3853	7	25320
0.625	30	61.64516	70.05	248.609	35.407	0	0	0	0	26.1776	6.16452	13.31075	7	23046
0.635416667	30	59.76219	64.178	247.734	34.657	0	0	0	0	26.28891	5.97622	13.02891	7	21357
0.645833333	30	58.94655	66.787	243.61	34.489	0	0	0	0	26.78984	5.89466	12.96564	7	22487
0.65625	30	59.38933	53.093	242.491	32.843	0	0	0	0	27.29076	5.93893	12.34688	7	18221
0.666666667	30	60.21274	48.589	232.067	31.184	0	0	0	0	27.12379	6.02127	11.72331	7	17442
0.677083333	30	62.42662	51.669	222.927	30.511	0	0	0	0	27.42295	6.24266	11.47019	7	19246
0.6875	30	65.86786	50.501	218.476	29.886	0	0	0	0	28.33436	6.58679	11.23545	7	19197
0.697916667	30	65.61928	51.124	215.949	29.675	0	0	0	0	28.2787	6.56193	11.15594	7	19637
0.708333333	30	64.00353	49	214.119	29.235	0	0	0	0	27.7082	6.40035	10.99075	7	19014
0.71875	30	59.54469	46.94	211.29	28.692	0	0	0	0	26.68548	5.95447	10.78654	7	18480
0.729166667	30	58.34064	45.213	206.648	27.985	0	0	0	0	26.57068	5.83406	10.52053	7	18208
0.739583333	30	57.33857	45.476	203.928	27.712	0	0	0	0	26.62286	5.73386	10.41789	7	18547
0.75	30	58.6902	45.367	202.095	27.496	0	0	0	0	27.4647	5.86902	10.33677	7	18666
0.760416667	30	60.46908	45.055	200.656	27.301	0	0	0	0	28.33436	6.04691	10.26361	7	18670
0.770833333	30	63.25004	44.733	199.403	27.126	0	0	0	0	29.26664	6.325	10.19782	7	18654
0.78125	30	62.37225	56.415	199.337	28.417	0	0	0	0	30.63027	6.23723	10.68305	7	23137
0.791666667	30	62.21689	56.515	205.917	29.159	0	0	0	0	30.58853	6.22169	10.96207	7	22509
0.802083333	30	62.01492	56.336	210.193	29.614	0	0	0	0	28.16043	6.20149	11.1332	7	22031
0.8125	30	66.41162	58.428	213.092	30.169	0	0	0	0	29.79539	6.64116	11.34169	7	22489
0.822916667	30	67.18843	49.053	215.986	29.449	0	0	0	0	29.82322	6.71884	11.07098	7	18876
0.833333333	30	68.47015	53.236	212.866	29.567	0	0	0	0	30.30328	6.84702	11.11538	7	20674
0.84375	30	71.88808	63.453	213.65	30.789	0	0	0	0	32.13305	7.18881	11.57489	7	24145
0.854166667	30	75.64392	60.41	220.002	31.157	0	0	0	0	33.77149	7.56439	11.71312	7	22518
0.864583333	30	77.44222	61.911	222.34	31.583	0	0	0	0	34.30373	7.74422	11.87346	7	22803
0.875	30	80.08335	59.52	224.886	31.601	0	0	0	0	35.63953	8.00834	11.87996	7	21780
0.885416667	30	82.60408	51.651	225.05	30.745	0	0	0	0	36.06393	8.26041	11.55812	7	19067
0.895833333	30	83.83531	72.083	220.693	32.531	0	0	0	0	35.93174	8.38353	12.22959	7	26211
0.90625	30	84.21983	68.088	229.788	33.097	0	0	0	0	35.45168	8.42198	12.44259	7	24096
0.916666667	30	83.377	65.824	233.33	33.239	0	0	0	0	35.69519	8.3377	12.49598	7	23071
0.927083333	30	81.99584	63.988	234.546	33.17	0	0	0	0	35.62561	8.19958	12.47008	7	22388
0.9375	30	80.14161	49.154	234.201	31.484	0	0	0	0	35.37863	8.01416	11.83605	7	17483
0.947916667	30	77.75294	72.372	225.584	33.106	0	0	0	0	34.9438	7.7753	12.44594	7	25814
0.958333333	30	75.6245	66.462	233.572	33.337	0	0	0	0	34.14371	7.56245	12.53274	7	23248
0.96875	30	71.87255	69.61	234.906	33.835	0	0	0	0	32.70355	7.18726	12.71996	7	24098
0.979166667	30	69.45669	64.946	237.889	33.648	0	0	0	0	31.46515	6.94567	12.64974	7	22402
0.989583333	30	67.49915	57.161	237.287	32.716	0	0	0	0	30.68245	6.74992	12.2994	7	19962
1	30	63.63455	51.268	232.285	31.506	0	0	0	0	30.24762	6.36346	11.84432	7	18363
1.010416667	30	61.67313	50.515	225.629	30.683	0	0	0	0	30.21283	6.16731	11.53485	7	18618
1.020833333	30	61.71973	50.619	220.807	30.158	0	0	0	0	31.04771	6.17197	11.33774	7	19046
1.03125	30	62.16018	62.569	217.942	31.168	0	0	0	0	31.67387	6.21602	11.71726	7	23433
1.041666667	30	64.57526	59.617	222.662	31.364	0	0	0	0	33.15925	6.45753	11.79109	7	22011
1.052083333	30	67.84871	63.857	223.751	31.956	0	0	0	0	35.11773	6.78487	12.01368	7	23310
1.0625	30	72.14054	64.284	226.902	32.354	0	0	0	0	37.86587	7.21405	12.16316	7	23158
1.072916667	30	72.47069	41.49	228.286	29.975	0	0	0	0	37.86587	7.24707	11.26883	7	15122
1.083333333	30	69.7643	39.669	215.549	28.358	0	0	0	0	36.8501	6.97643	10.66075	7	15319
1.09375	30	67.49915	37.972	206.021	27.11	0	0	0	0	36.47441	6.74992	10.19184	7	15342
1.104166667	30	62.83833	35.127	197.957	25.898	0	0	0	0	34.38721	6.28383	9.73617	7	14751
1.114583333	30	62.24019	32.712	190.074	24.754	0	0	0	0	34.67942	6.22402	9.30602	7	14287
1.125	30	53.74197	27.94	184.111	23.561	0	0	0	0	32.06695	5.3742	8.85759	7	12478
1.135416667	30	54.44886	26.386	173.884	22.252	0	0	0	0	29.89975	5.44489	8.36549	7	12477
1.145833333	30	50.06769	22.936	164.551	20.832	0	0	0	0	27.06813	5.00677	7.83154	7	11347
1.15625	30	46.35457	21.103	155.12	19.58	0	0	0	0	24.70265	4.63546	7.36102	7	11037
1.166666667	30	44.35819	19.02	146.286	18.367	0	0	0	0	23.38772	4.43582	6.905	7	10473
1.177083333	30	42.57931	17.213	137.703	17.213	0	0	0	0	22.19802	4.25793	6.47102	7	10000
1.1875	30	40.00033	18.179	131.327	16.612	0	0	0	0	20.31607	4.00003	6.24504	7	11258
1.197916667	30	40.38873	16.336	126.036	15.819	0	0	0	0	20.54218	4.03887	5.94703	7	10436
1.208333333	30	40.77713	16.413	121.231	15.294	0	0	0	0	20.71611	4.07771	5.74955	7	10976
1.21875	30	40.46641	16.295	117.792	14.899	0	0	0	0	20.7509	4.04664	5.60098	7	11250
1.229166667	30	40.83539	16.59	115.483	14.675	0	0	0	0	20.66393	4.08354	5.51684	7	11740
1.239583333	30	40.46641	16.095	113.574	14.408	0	0	0	0	20.61175	4.04664	5.41643	7	11562
1.25	30	40.50525	16.607	112.322	14.325	0	0	0	0	20.54218	4.05053	5.38549	7	12124
1.260416667	30	40.52467	17.139	112.12	14.362	0	0	0	0	20.43782	4.05247	5.39929	7	12578
1.270833333	30	40.31105	15.527	110.946	14.053	0	0	0	0	20.40303	4.03111	5.28293	7	11399
1.28125	30	40.11685	15.322	109.072	13.822	0	0	0	0	20.15953	4.01169	5.19609	7	11448
1.291666667	30	40.04693	15.969	108.282	13.806	0	0	0	0	20.02734	4.00469	5.19011	7	12090
1.302083333	30	40.34212	16.401	108.459	13.873	0	0	0	0	19.99951	4.03421	5.21553	7	12429
1.3125	30	40.58293	15.204	107.796	13.667	0	0	0	0	20.10039	4.05829	5.13786	7	11500
1.322916667	30	40.89365	15.312	106.777	13.566	0	0	0	0	20.40303	4.08937	5.09981	7	11717
1.333333333	30	41.16553	15.26	106.143	13.489	0	0	0	0	20.82047	4.11655	5.07113	7	11751
1.34375	30	41.86465	14.844	105.33	13.353	0	0	0	0	21.16834	4.18647	5.01981	7	11489
1.354166667	30	42.42395	16.531	105.985	13.613	0	0	0	0	21.6136	4.2424	5.11763	7	12859
1.364583333	30	43.94649	16.082	106.97	13.673	0	0	0	0	22.1354	4.39465	5.14004	7	12350
1.375	30	48.77431	15.936	107.218	13.684	0	0	0	0	24.68178	4.87743	5.14429	7	12194
1.385416667	30	59.88648	20.373	110.631	14.556	0	0	0	0	29.65625	5.98865	5.47218	7	15329
1.395833333	30	71.46084	34.104	121.895	17.333	0	0	0	0	34.24807	7.14608	6.51624	7	22901
1.40625	30	80.00567	40.213	138.359	19.841	0	0	0	0	37.93544	8.00057	7.45914	7	23690
1.416666667	30	94.90087	47.039	153.964	22.334	0	0	0	0	43.39692	9.49009	8.39613	7	24749
1.427083333	30	105.7761	57.989	169.552	25.282	0	0	0	0	46.61468	10.57761	9.50462	7	27249
1.4375	30	115.2104	70.303	186.609	28.546	0	0	0	0	49.24802	11.52104	10.7315	7	29504
1.447916667	30	120.011	84.776	204.221	32.111	0	0	0	0	49.99941	12.0011	12.07173	7	31868
1.458333333	30	118.9701	93.644	223.267	35.212	0	0	0	0	49.24802	11.89701	13.23771	7	32126
1.46875	30	112.1109	99.804	240.029	37.759	0	0	0	0	45.74154	11.21109	14.19519	7	31909
1.479166667	30	102.4553	105.525	253.607	39.904	0	0	0	0	40.85751	10.24553	15.00135	7	31927
1.489583333	30	94.81153	109.395	265.112	41.612	0	0	0	0	39.03469	9.48115	15.64357	7	31719
1.5	30	88.37961	109.831	274.877	42.745	0	0	0	0	36.8501	8.83796	16.06966	7	30926
1.510416667	30	81.2874	96.363	284.365	42.303	0	0	0	0	34.24807	8.12874	15.90342	7	27039
1.520833333	30	75.7721	91.204	283.895	41.678	0	0	0	0	32.16088	7.57721	15.66831	7	25844
1.53125	30	70.37332	87.717	281.521	41.026	0	0	0	0	30.77985	7.03733	15.42346	7	25174
1.541666667	30	68.27595	85.221	278.503	40.414	0	0	0	0	29.79539	6.8276	15.19316	7	24783
1.552083333	30	67.03307	82.967	275.462	39.826	0	0	0	0	29.23881	6.70331	14.97199	7	24444
1.5625	30	66.76507	75.856	272.967	38.758	0	0	0	0	28.52221	6.67651	14.57071	7	22762
1.572916667	30	67.07967	82.171	266.588	38.751	0	0	0	0	27.95867	6.70797	14.56805	7	24940
1.583333333	30	68.08952	78.986	266.35	38.371	0	0	0	0	28.12564	6.80895	14.42508	7	24113
1.59375	30	68.72261	75.525	264.508	37.782	0	0	0	0	27.55166	6.87226	14.20357	7	23320
1.604166667	30	68.31479	70.878	261.619	36.944	0	0	0	0	27.4647	6.83148	13.88876	7	22247
1.614583333	30	65.16874	68.388	257.161	36.172	0	0	0	0	26.45589	6.51687	13.59853	7	21875
1.625	30	61.64516	67.193	252.816	35.557	0	0	0	0	26.1776	6.16452	13.36714	7	21863
1.635416667	30	59.76219	64.178	249.278	34.828	0	0	0	0	26.28891	5.97622	13.09338	7	21236
1.645833333	30	58.94655	63.867	245.083	34.328	0	0	0	0	26.78984	5.89466	12.90519	7	21473
1.65625	30	59.38933	61.006	242.064	33.674	0	0	0	0	27.29076	5.93893	12.65955	7	20822
1.666666667	30	60.21274	58.938	238.269	33.023	0	0	0	0	27.12379	6.02127	12.41466	7	20463
1.677083333	30	62.42662	56.688	234.423	32.346	0	0	0	0	27.42295	6.24266	12.16004	7	20034
1.6875	30	65.86786	53.634	230.37	31.556	0	0	0	0	28.33436	6.58679	11.86316	7	19328
1.697916667	30	65.61928	51.406	225.698	30.789	0	0	0	0	28.2787	6.56193	11.57492	7	18928
1.708333333	30	64.00353	49.195	221.064	30.029	0	0	0	0	27.7082	6.40035	11.28902	7	18510
1.71875	30	59.54469	47.658	216.47	29.348	0	0	0	0	26.68548	5.95447	11.03293	7	18319
1.729166667	30	58.34064	46.49	212.295	28.754	0	0	0	0	26.57068	5.83406	10.80974	7	18224
1.739583333	30	57.33857	48.046	208.894	28.549	0	0	0	0	26.62286	5.73386	10.73267	7	19106
1.75	30	58.6902	57.039	208.01	29.45	0	0	0	0	27.4647	5.86902	11.07139	7	22491
1.760416667	30	60.46908	55.701	212.338	29.782	0	0	0	0	28.33436	6.04691	11.19628	7	21604
1.770833333	30	63.25004	58.01	214.321	30.259	0	0	0	0	29.26664	6.325	11.37556	7	22228
1.78125	30	62.37225	55.668	216.961	30.292	0	0	0	0	30.63027	6.23723	11.38801	7	21169
1.791666667	30	62.21689	52.024	217.266	29.921	0	0	0	0	30.58853	6.22169	11.24853	7	19849
1.802083333	30	62.01492	45.017	214.888	28.878	0	0	0	0	28.16043	6.20149	10.8565	7	17451
1.8125	30	66.41162	46.165	209.498	28.407	0	0	0	0	29.79539	6.64116	10.67932	7	18335
1.822916667	30	67.18843	55.569	207.466	29.226	0	0	0	0	29.82322	6.71884	10.98726	7	22018
1.833333333	30	68.47015	60.529	211.49	30.224	0	0	0	0	30.30328	6.84702	11.36252	7	23369
1.84375	30	71.88808	61.743	216.767	30.946	0	0	0	0	32.13305	7.18881	11.63368	7	23270
1.854166667	30	75.64392	68.389	220.745	32.126	0	0	0	0	33.77149	7.56439	12.07744	7	25050
1.864583333	30	77.44222	59.486	227.498	31.887	0	0	0	0	34.30373	7.74422	11.98763	7	21540
1.875	30	80.08335	52.76	226.713	31.053	0	0	0	0	35.63953	8.00834	11.67391	7	19321
1.885416667	30	82.60408	57.213	222.75	31.107	0	0	0	0	36.06393	8.26041	11.69436	7	21190
1.895833333	30	83.83531	73.914	222.492	32.934	0	0	0	0	35.93174	8.38353	12.3812	7	26591
1.90625	30	84.21983	69.168	232.016	33.465	0	0	0	0	35.45168	8.42198	12.58079	7	24225
1.916666667	30	83.377	69.099	235.353	33.828	0	0	0	0	35.69519	8.3377	12.71729	7	23902
1.927083333	30	81.99584	71.195	237.545	34.304	0	0	0	0	35.62561	8.19958	12.89639	7	24339
1.9375	30	80.14161	62.901	240.696	33.733	0	0	0	0	35.37863	8.01416	12.68158	7	21529
1.947916667	30	77.75294	80.108	237.037	35.238	0	0	0	0	34.9438	7.7753	13.24748	7	26978
1.958333333	30	75.6245	78.102	244.79	35.877	0	0	0	0	34.14371	7.56245	13.48756	7	25693
1.96875	30	71.87255	76.103	248.744	36.094	0	0	0	0	32.70355	7.18726	13.56921	7	24779
1.979166667	30	69.45669	74.18	250.464	36.072	0	0	0	0	31.46515	6.94567	13.56075	7	24086
1.989583333	30	67.49915	71.575	250.815	35.821	0	0	0	0	30.68245	6.74992	13.46658	7	23308
2	30	63.63455	63.658	250.048	34.856	0	0	0	0	30.24762	6.36346	13.10383	7	21017
2.010416667	30	61.67313	62.386	245.092	34.164	0	0	0	0	30.21283	6.16731	12.84368	7	21014
2.020833333	30	61.71973	52.899	229.84	31.415	0	0	0	0	31.04771	6.17197	11.8103	7	19118
2.03125	30	62.16018	52.252	230.443	31.41	0	0	0	0	31.67387	6.21602	11.80846	7	18847
2.041666667	30	64.57526	50.484	226.872	30.817	0	0	0	0	33.15925	6.45753	11.58545	7	18509
2.052083333	30	67.84871	48.16	224.191	30.261	0	0	0	0	35.11773	6.78487	11.37639	7	17886
2.0625	30	72.14054	46.299	221.091	29.71	0	0	0	0	37.86587	7.21405	11.16917	7	17445
2.072916667	30	72.47069	43.994	217.463	29.051	0	0	0	0	37.86587	7.24707	10.92135	7	16858
2.083333333	30	69.7643	43.274	223.73	29.667	0	0	0	0	36.8501	6.97643	11.15305	7	16116
2.09375	30	67.49915	41.902	215.441	28.594	0	0	0	0	36.47441	6.74992	10.74951	7	16206
2.104166667	30	62.83833	39.874	208.064	27.549	0	0	0	0	34.38721	6.28383	10.35665	7	15965
2.114583333	30	62.24019	35.792	205.128	26.769	0	0	0	0	34.67942	6.22402	10.0635	7	14494
2.125	30	53.74197	32.732	201.669	26.044	0	0	0	0	32.06695	5.3742	9.79117	7	13423
2.135416667	30	54.44886	29.916	194.545	24.94	0	0	0	0	29.89975	5.44489	9.37598	7	12660
2.145833333	30	50.06769	27.359	185.932	23.699	0	0	0	0	27.06813	5.00677	8.9094	7	12059
2.15625	30	46.35457	24.894	177.134	22.448	0	0	0	0	24.70265	4.63546	8.43895	7	11453
2.166666667	30	44.35819	24.547	166.528	21.231	0	0	0	0	23.38772	4.43582	7.98143	7	12083
2.177083333	30	42.57931	22.366	157.921	20.032	0	0	0	0	22.19802	4.25793	7.53079	7	11554
2.1875	30	40.00033	21.945	151.216	19.24	0	0	0	0	20.31607	4.00003	7.23312	7	11875
2.197916667	30	40.38873	22.652	142.754	18.378	0	0	0	0	20.54218	4.03887	6.90917	7	13101
2.208333333	30	40.77713	20.837	138.863	17.744	0	0	0	0	20.71611	4.07771	6.67083	7	12323
2.21875	30	40.46641	21.873	136.2	17.564	0	0	0	0	20.7509	4.04664	6.60289	7	13271
2.229166667	30	40.83539	21.762	132.325	17.121	0	0	0	0	20.66393	4.08354	6.43639	7	13614
2.239583333	30	40.46641	21.632	131.628	17.029	0	0	0	0	20.61175	4.04664	6.40184	7	13604
2.25	30	40.50525	20.064	133.141	17.023	0	0	0	0	20.54218	4.05053	6.39955	7	12382
2.260416667	30	40.52467	20.063	132.876	16.993	0	0	0	0	20.43782	4.05247	6.38842	7	12408
2.270833333	30	40.31105	18.792	130.547	16.593	0	0	0	0	20.40303	4.03111	6.23805	7	11767
2.28125	30	40.11685	18.741	127.865	16.29	0	0	0	0	20.15953	4.01169	6.12391	7	12006
2.291666667	30	40.04693	17.993	124.63	15.847	0	0	0	0	20.02734	4.00469	5.95752	7	11805
2.302083333	30	40.34212	17.836	122.194	15.559	0	0	0	0	19.99951	4.03421	5.84921	7	11951
2.3125	30	40.58293	17.901	119.353	15.25	0	0	0	0	20.10039	4.05829	5.73323	7	12317
2.322916667	30	40.89365	18.217	117.066	15.031	0	0	0	0	20.40303	4.08937	5.6509	7	12825
2.333333333	30	41.16553	18.085	116.431	14.946	0	0	0	0	20.82047	4.11655	5.61887	7	12800
2.34375	30	41.86465	17.936	117.147	15.009	0	0	0	0	21.16834	4.18647	5.64256	7	12600
2.354166667	30	42.42395	18.882	116.461	15.038	0	0	0	0	21.6136	4.2424	5.65342	7	13408
2.364583333	30	43.94649	19.444	115.546	14.999	0	0	0	0	22.1354	4.39465	5.63868	7	13952
2.375	30	48.77431	23.457	113.4	15.206	0	0	0	0	24.68178	4.87743	5.71665	7	17235
2.385416667	30	59.88648	23.953	115.809	15.529	0	0	0	0	29.65625	5.98865	5.83801	7	17233
2.395833333	30	71.46084	30.862	116.464	16.37	0	0	0	0	34.24807	7.14608	6.15398	7	21804
2.40625	30	80.00567	37.611	119.367	17.442	0	0	0	0	37.93544	8.00057	6.55714	7	25418
2.416666667	30	94.90087	41.553	135.841	19.71	0	0	0	0	43.39692	9.49009	7.40992	7	24776
2.427083333	30	105.7761	51.378	152.939	22.702	0	0	0	0	46.61468	10.57761	8.53455	7	26842
2.4375	30	115.2104	59.827	165.562	25.043	0	0	0	0	49.24802	11.52104	9.41474	7	28519
2.447916667	30	120.011	70.934	179.123	27.784	0	0	0	0	49.99941	12.0011	10.44515	7	30707
2.458333333	30	118.9701	79.066	197.282	30.705	0	0	0	0	49.24802	11.89701	11.54335	7	31000
2.46875	30	112.1109	86.766	216.416	33.687	0	0	0	0	45.74154	11.21109	12.66425	7	31009
2.479166667	30	102.4553	92.678	233.97	36.294	0	0	0	0	40.85751	10.24553	13.64444	7	30713
2.489583333	30	94.81153	87.816	258.525	38.482	0	0	0	0	39.03469	9.48115	14.46703	7	27093
2.5	30	88.37961	87.877	273.937	40.202	0	0	0	0	36.8501	8.83796	15.11338	7	25812
2.510416667	30	81.2874	88.664	276.448	40.568	0	0	0	0	34.24807	8.12874	15.25113	7	25808
2.520833333	30	75.7721	85.233	278.994	40.47	0	0	0	0	32.16088	7.57721	15.21417	7	24748
2.53125	30	70.37332	84.593	277.82	40.268	0	0	0	0	30.77985	7.03733	15.13838	7	24677
2.541666667	30	68.27595	74.785	283.068	39.761	0	0	0	0	29.79539	6.8276	14.94789	7	21745
2.552083333	30	67.03307	86.217	270.4	39.624	0	0	0	0	29.23881	6.70331	14.89628	7	25678
2.5625	30	66.76507	81.765	263.773	38.393	0	0	0	0	28.52221	6.67651	14.4335	7	25062
2.572916667	30	67.07967	78.638	272.359	39	0	0	0	0	27.95867	6.70797	14.66154	7	23552
2.583333333	30	68.08952	76.377	275.771	39.128	0	0	0	0	28.12564	6.80895	14.70962	7	22693
2.59375	30	68.72261	67.64	280.213	38.65	0	0	0	0	27.55166	6.87226	14.53019	7	20001
2.604166667	30	68.31479	61.559	280.401	37.996	0	0	0	0	27.4647	6.83148	14.28406	7	18269
2.614583333	30	65.16874	76.206	252.254	36.495	0	0	0	0	26.45589	6.51687	13.72011	7	24508
2.625	30	61.64516	66.56	244.38	34.549	0	0	0	0	26.1776	6.16452	12.98831	7	22354
2.635416667	30	59.76219	64.302	256.031	35.593	0	0	0	0	26.28891	5.97622	13.38068	7	20755
2.645833333	30	58.94655	66.782	251.767	35.394	0	0	0	0	26.78984	5.89466	13.30613	7	21824
2.65625	30	59.38933	54.873	256.932	34.645	0	0	0	0	27.29076	5.93893	13.02444	7	17785
2.666666667	30	60.21274	52.698	257.595	34.477	0	0	0	0	27.12379	6.02127	12.96128	7	17047
2.677083333	30	62.42662	54.391	241.096	32.832	0	0	0	0	27.42295	6.24266	12.34282	7	18755
2.6875	30	65.86786	51.534	229.032	31.174	0	0	0	0	28.33436	6.58679	11.71955	7	18708
2.697916667	30	65.61928	51.376	223.134	30.501	0	0	0	0	28.2787	6.56193	11.46658	7	19125
2.708333333	30	64.00353	49.002	219.893	29.877	0	0	0	0	27.7082	6.40035	11.23203	7	18535
2.71875	30	59.54469	47.53	219.462	29.666	0	0	0	0	26.68548	5.95447	11.15256	7	18029
2.729166667	30	58.34064	46.263	216.778	29.227	0	0	0	0	26.57068	5.83406	10.98752	7	17772
2.739583333	30	57.33857	46.093	212.061	28.684	0	0	0	0	26.62286	5.73386	10.78338	7	18093
